user_id,subject,topic,difficulty_level,total_questions,correct_answers,wrong_answers,topic_accuracy,attempt_count,study_duration_minutes,pre_test_score,post_test_score,improvement_score,mastery_level,needs_remedial,recommended_action,remediation_material_id,interaction_date
U00220,English,Writing,medium,5,2,3,40.0,2,36,44.26,58.84,14.58,weak,1,remedial,M0043,2026-02-12
U00221,Digital Literacy,File Management,hard,15,6,9,40.0,3,53,38.68,71.58,32.9,weak,1,remedial,M0067,2026-02-03
U00222,Mathematics,Statistics,easy,15,10,5,66.67,2,19,66.18,80.08,13.9,partial,0,review,M0010,2026-01-17
U00223,English,Vocabulary,medium,5,3,2,60.0,2,55,52.22,57.82,5.6,partial,0,review,M0031,2026-03-14
U00224,Programming,Data Structures,easy,5,4,1,80.0,1,38,84.18,85.75,1.57,mastered,0,continue,M0029,2026-01-29
U00225,Digital Literacy,Data Privacy,medium,15,11,4,73.33,2,53,75.87,79.89,4.02,partial,0,review,M0064,2026-04-12
U00226,Science,Matter,hard,10,3,7,30.0,2,59,31.65,51.76,20.11,weak,1,remedial,M0059,2026-05-11
U00227,English,Grammar,medium,5,2,3,40.0,2,41,41.97,70.97,29.0,weak,1,remedial,M0036,2026-05-14
U00228,Science,Ecosystem,easy,20,17,3,85.0,2,44,86.16,88.54,2.38,mastered,0,continue,M0055,2026-05-10
U00229,Mathematics,Statistics,easy,20,19,1,95.0,1,14,88.6,91.98,3.38,mastered,0,continue,M0011,2026-05-08
U00230,Digital Literacy,File Management,easy,15,10,5,66.67,1,22,71.4,82.22,10.82,partial,0,review,M0068,2026-05-10
U00231,English,Tenses,medium,15,4,11,26.67,2,35,21.03,34.79,13.76,weak,1,remedial,M0042,2026-03-18
U00232,Science,Ecosystem,easy,5,5,0,100.0,3,41,96.97,99.4,2.43,mastered,0,continue,M0056,2026-04-19
U00233,Business,Marketing Basics,easy,15,3,12,20.0,1,43,26.93,49.98,23.05,weak,1,remedial,M0078,2026-05-15
U00234,English,Tenses,hard,10,6,4,60.0,2,63,63.19,67.55,4.36,partial,0,review,M0042,2026-04-19
U00235,Science,Force and Motion,hard,10,2,8,20.0,4,48,18.29,52.74,34.45,weak,1,remedial,M0050,2026-03-19
U00236,Mathematics,Algebra Basics,easy,10,10,0,100.0,2,51,97.63,100,2.37,mastered,0,continue,M0006,2026-03-25
U00237,Science,Cells,medium,10,9,1,90.0,1,22,86.17,89.61,3.44,mastered,0,continue,M0047,2026-03-14
U00238,Programming,Variables,medium,10,3,7,30.0,2,47,24.39,58.34,33.95,weak,1,remedial,M0016,2026-05-26
U00239,Mathematics,Fractions,medium,20,11,9,55.0,2,54,60.94,95.3,34.36,weak,1,remedial,M0002,2026-02-24
U00240,Business,Entrepreneurship,medium,15,11,4,73.33,1,44,73.22,80.29,7.07,partial,0,review,M0086,2026-02-03
U00241,Mathematics,Geometry,medium,20,17,3,85.0,1,37,83.98,88.96,4.98,mastered,0,continue,M0008,2026-01-11
U00242,Science,Energy,hard,20,9,11,45.0,1,62,51.87,64.52,12.65,weak,1,remedial,M0053,2026-02-09
U00243,Mathematics,Fractions,medium,20,11,9,55.0,1,28,59.9,77.65,17.75,weak,1,remedial,M0003,2026-02-03
U00244,English,Vocabulary,hard,10,6,4,60.0,1,47,59.93,70.48,10.55,partial,0,review,M0033,2026-01-22
U00245,English,Tenses,medium,20,2,18,10.0,3,44,14.12,35.37,21.25,weak,1,remedial,M0041,2026-03-29
U00246,Programming,Conditional Logic,easy,15,13,2,86.67,1,45,94.2,98.5,4.3,mastered,0,continue,M0019,2026-05-04
U00247,Business,Financial Literacy,medium,20,17,3,85.0,3,53,83.39,85.96,2.57,mastered,0,continue,M0081,2026-05-05
U00248,Programming,Variables,medium,20,17,3,85.0,4,56,87.44,89.24,1.8,mastered,0,continue,M0017,2026-02-11
U00249,Digital Literacy,Data Privacy,easy,5,4,1,80.0,1,37,74.54,78.68,4.14,mastered,0,continue,M0066,2026-01-09
U00250,Mathematics,Geometry,medium,10,4,6,40.0,2,38,45.47,58.24,12.77,weak,1,remedial,M0007,2026-01-27
U00251,Digital Literacy,Internet Safety,medium,10,8,2,80.0,3,44,73.36,75.22,1.86,mastered,0,continue,M0062,2026-04-03
U00252,Business,Financial Literacy,easy,20,4,16,20.0,5,64,18.71,50.85,32.14,weak,1,remedial,M0081,2026-05-22
U00253,English,Reading Comprehension,hard,5,1,4,20.0,1,52,24.41,56.43,32.02,weak,1,remedial,M0037,2026-01-10
U00254,Digital Literacy,File Management,medium,10,8,2,80.0,3,37,85.47,86.77,1.3,mastered,0,continue,M0069,2026-04-01
U00255,Mathematics,Fractions,medium,5,4,1,80.0,3,51,82.67,86.75,4.08,mastered,0,continue,M0003,2026-02-05
U00256,Business,Entrepreneurship,medium,10,9,1,90.0,2,53,94.46,98.82,4.36,mastered,0,continue,M0087,2026-05-08
U00257,Business,Entrepreneurship,hard,20,17,3,85.0,1,57,83.75,88.43,4.68,mastered,0,continue,M0086,2026-03-14
U00258,Programming,Conditional Logic,hard,20,1,19,5.0,1,60,0,14.14,14.14,weak,1,remedial,M0019,2026-05-27
U00259,Business,Customer Service,medium,5,2,3,40.0,5,61,45.28,76.25,30.97,weak,1,remedial,M0084,2026-04-24
U00260,Mathematics,Linear Equations,medium,20,10,10,50.0,1,45,51.55,67.46,15.91,weak,1,remedial,M0015,2026-05-10
U00261,Science,Cells,easy,15,8,7,53.33,3,32,59.91,81.2,21.29,weak,1,remedial,M0046,2026-04-29
U00262,Digital Literacy,File Management,medium,10,1,9,10.0,1,36,4.23,28.14,23.91,weak,1,remedial,M0068,2026-04-21
U00263,Programming,Data Structures,medium,15,12,3,80.0,2,41,86.03,89.29,3.26,mastered,0,continue,M0030,2026-01-08
U00264,Business,Entrepreneurship,medium,15,6,9,40.0,1,41,39.89,67.49,27.6,weak,1,remedial,M0087,2026-02-23
U00265,Mathematics,Algebra Basics,hard,20,4,16,20.0,1,40,25.66,43.73,18.07,weak,1,remedial,M0005,2026-03-12
U00266,Mathematics,Linear Equations,medium,15,8,7,53.33,4,44,58.78,74.96,16.18,weak,1,remedial,M0014,2026-03-03
U00267,English,Vocabulary,hard,10,6,4,60.0,1,41,56.72,64.3,7.58,partial,0,review,M0031,2026-04-16
U00268,Programming,Data Structures,medium,5,2,3,40.0,1,27,32.2,60.03,27.83,weak,1,remedial,M0030,2026-02-19
U00269,Digital Literacy,Data Privacy,medium,15,5,10,33.33,1,40,34.28,45.65,11.37,weak,1,remedial,M0065,2026-02-20
U00270,Programming,Conditional Logic,medium,15,5,10,33.33,3,69,38.36,68.54,30.18,weak,1,remedial,M0020,2026-02-22
U00271,Science,Force and Motion,hard,5,4,1,80.0,4,63,80.87,81.76,0.89,mastered,0,continue,M0049,2026-02-15
U00272,English,Vocabulary,easy,10,5,5,50.0,4,40,54.72,69.51,14.79,weak,1,remedial,M0032,2026-04-06
U00273,English,Writing,medium,10,7,3,70.0,1,23,74.02,81.51,7.49,partial,0,review,M0045,2026-04-29
U00274,Programming,Loops,medium,20,19,1,95.0,2,58,93.54,97.56,4.02,mastered,0,continue,M0023,2026-03-11
U00275,Science,Cells,easy,10,6,4,60.0,3,47,54.21,67.47,13.26,partial,0,review,M0048,2026-05-20
U00276,English,Vocabulary,medium,15,15,0,100.0,1,51,95.01,98.86,3.85,mastered,0,continue,M0033,2026-04-17
U00277,Programming,Functions,medium,5,2,3,40.0,1,41,37.22,47.8,10.58,weak,1,remedial,M0025,2026-02-05
U00278,Programming,Loops,medium,20,17,3,85.0,1,26,78.77,81.45,2.68,mastered,0,continue,M0023,2026-01-18
U00279,Science,Force and Motion,easy,10,6,4,60.0,1,20,59.4,62.87,3.47,partial,0,review,M0049,2026-03-15
U00280,Business,Entrepreneurship,easy,15,11,4,73.33,1,26,77.52,81.97,4.45,partial,0,review,M0086,2026-01-20
U00281,Mathematics,Linear Equations,medium,15,15,0,100.0,2,43,100,100,0,mastered,0,continue,M0013,2026-03-17
U00282,Mathematics,Linear Equations,medium,10,1,9,10.0,1,44,6.93,18.24,11.31,weak,1,remedial,M0013,2026-01-13
U00283,Science,Force and Motion,hard,15,3,12,20.0,1,49,16.46,42.06,25.6,weak,1,remedial,M0049,2026-01-18
U00284,Programming,Functions,easy,20,13,7,65.0,2,51,57.96,65.45,7.49,partial,0,review,M0026,2026-02-21
U00285,Programming,Functions,easy,5,2,3,40.0,3,39,32.87,65.81,32.94,weak,1,remedial,M0025,2026-02-26
U00286,Digital Literacy,Online Collaboration,medium,10,6,4,60.0,1,44,54.82,60.81,5.99,partial,0,review,M0071,2026-05-28
U00287,Science,Force and Motion,easy,20,8,12,40.0,2,40,32.21,54.73,22.52,weak,1,remedial,M0051,2026-04-06
U00288,Science,Ecosystem,hard,20,4,16,20.0,2,58,22.33,38.86,16.53,weak,1,remedial,M0056,2026-02-07
U00289,English,Grammar,medium,10,0,10,0.0,1,35,6.02,34.21,28.19,weak,1,remedial,M0034,2026-01-28
U00290,Business,Business Communication,medium,15,13,2,86.67,3,60,81.74,86.65,4.91,mastered,0,continue,M0089,2026-04-23
U00291,Business,Business Communication,easy,10,9,1,90.0,2,44,89.77,93.55,3.78,mastered,0,continue,M0090,2026-04-20
U00292,English,Reading Comprehension,medium,15,6,9,40.0,1,37,47.78,81.72,33.94,weak,1,remedial,M0038,2026-01-05
U00293,Business,Customer Service,hard,15,6,9,40.0,2,69,47.94,82.62,34.68,weak,1,remedial,M0083,2026-02-13
U00294,Science,Cells,medium,10,3,7,30.0,2,54,29.87,59.76,29.89,weak,1,remedial,M0047,2026-02-27
U00295,Digital Literacy,Basic Troubleshooting,easy,15,6,9,40.0,1,42,45.55,80.05,34.5,weak,1,remedial,M0074,2026-04-04
U00296,Business,Financial Literacy,medium,10,7,3,70.0,2,49,72.1,77.69,5.59,partial,0,review,M0080,2026-04-07
U00297,Mathematics,Geometry,easy,10,10,0,100.0,2,31,93.15,96.78,3.63,mastered,0,continue,M0008,2026-02-19
U00298,Business,Business Communication,medium,10,4,6,40.0,4,65,38.02,72.59,34.57,weak,1,remedial,M0090,2026-02-13
U00299,Mathematics,Fractions,medium,20,8,12,40.0,2,42,41.17,65.49,24.32,weak,1,remedial,M0002,2026-01-25
U00300,Digital Literacy,Data Privacy,medium,20,13,7,65.0,1,38,57.63,67.53,9.9,partial,0,review,M0066,2026-02-11
U00301,Mathematics,Linear Equations,easy,5,2,3,40.0,4,45,34.24,56.5,22.26,weak,1,remedial,M0014,2026-05-14
U00302,English,Writing,medium,10,10,0,100.0,2,56,100,100,0,mastered,0,continue,M0045,2026-02-06
U00303,Digital Literacy,Data Privacy,easy,15,11,4,73.33,4,49,71.36,85.99,14.63,partial,0,review,M0065,2026-01-27
U00304,Mathematics,Algebra Basics,medium,15,15,0,100.0,2,46,100,100,0,mastered,0,continue,M0004,2026-04-07
U00305,Digital Literacy,File Management,easy,15,8,7,53.33,3,48,46.25,74.84,28.59,weak,1,remedial,M0069,2026-05-07
U00306,Mathematics,Statistics,medium,10,1,9,10.0,2,42,11.75,36.93,25.18,weak,1,remedial,M0010,2026-05-15
U00307,Programming,Conditional Logic,easy,10,7,3,70.0,2,38,76.93,87.65,10.72,partial,0,review,M0019,2026-04-29
U00308,Digital Literacy,Online Collaboration,easy,5,5,0,100.0,1,39,100,100,0,mastered,0,continue,M0071,2026-04-06
U00309,English,Reading Comprehension,medium,10,8,2,80.0,4,84,73.9,76.35,2.45,mastered,0,continue,M0038,2026-02-02
U00310,English,Tenses,medium,20,8,12,40.0,1,31,36.38,51.18,14.8,weak,1,remedial,M0040,2026-04-20
U00311,Mathematics,Linear Equations,easy,5,5,0,100.0,1,45,95.95,100,4.05,mastered,0,continue,M0013,2026-01-11
U00312,Mathematics,Fractions,medium,15,10,5,66.67,1,33,70.55,74.99,4.44,partial,0,review,M0003,2026-02-18
U00313,Programming,Functions,hard,5,1,4,20.0,3,50,17.86,43.61,25.75,weak,1,remedial,M0025,2026-04-22
U00314,Mathematics,Statistics,medium,5,1,4,20.0,1,35,21.72,36.89,15.17,weak,1,remedial,M0010,2026-02-10
U00315,Digital Literacy,Data Privacy,medium,5,5,0,100.0,1,39,94.37,98.79,4.42,mastered,0,continue,M0064,2026-03-11
U00316,Mathematics,Algebra Basics,hard,10,4,6,40.0,1,49,47.44,61.86,14.42,weak,1,remedial,M0004,2026-05-18
U00317,Business,Business Communication,easy,20,17,3,85.0,2,39,83.82,86.1,2.28,mastered,0,continue,M0090,2026-04-14
U00318,Mathematics,Linear Equations,easy,5,5,0,100.0,2,42,92.22,97.05,4.83,mastered,0,continue,M0013,2026-05-19
U00319,Business,Customer Service,hard,5,2,3,40.0,1,49,36.75,59.54,22.79,weak,1,remedial,M0083,2026-02-06
U00320,Mathematics,Algebra Basics,easy,20,15,5,75.0,2,32,77.0,83.44,6.44,partial,0,review,M0004,2026-03-11
U00321,Science,Energy,hard,5,2,3,40.0,3,64,34.04,63.23,29.19,weak,1,remedial,M0053,2026-03-23
U00322,Science,Ecosystem,medium,20,20,0,100.0,4,63,97.77,100,2.23,mastered,0,continue,M0055,2026-03-17
U00323,Science,Force and Motion,hard,20,16,4,80.0,2,49,77.4,81.31,3.91,mastered,0,continue,M0051,2026-01-04
U00324,English,Vocabulary,easy,5,4,1,80.0,1,40,75.64,80.3,4.66,mastered,0,continue,M0032,2026-01-24
U00325,Digital Literacy,Online Collaboration,hard,10,9,1,90.0,1,46,87.8,91.69,3.89,mastered,0,continue,M0071,2026-01-08
U00326,Programming,Loops,easy,5,2,3,40.0,2,41,44.64,55.78,11.14,weak,1,remedial,M0023,2026-01-24
U00327,English,Vocabulary,hard,15,8,7,53.33,1,50,47.58,75.54,27.96,weak,1,remedial,M0033,2026-05-13
U00328,Business,Business Communication,medium,15,11,4,73.33,4,71,73.31,81.77,8.46,partial,0,review,M0088,2026-03-17
U00329,Programming,Variables,easy,15,7,8,46.67,1,39,45.87,77.81,31.94,weak,1,remedial,M0018,2026-01-11
U00330,Digital Literacy,Internet Safety,medium,10,8,2,80.0,1,44,73.73,78.53,4.8,mastered,0,continue,M0062,2026-04-21
U00331,Programming,Functions,easy,15,9,6,60.0,3,36,54.82,59.52,4.7,partial,0,review,M0026,2026-04-14
U00332,Mathematics,Geometry,hard,20,13,7,65.0,1,50,72.78,87.05,14.27,partial,0,review,M0009,2026-03-23
U00333,Mathematics,Algebra Basics,hard,10,2,8,20.0,2,55,15.46,30.7,15.24,weak,1,remedial,M0004,2026-05-28
U00334,Mathematics,Geometry,hard,5,2,3,40.0,4,51,39.34,58.67,19.33,weak,1,remedial,M0009,2026-02-11
U00335,Digital Literacy,Online Collaboration,medium,20,20,0,100.0,2,57,100,100,0,mastered,0,continue,M0071,2026-02-27
U00336,Digital Literacy,File Management,easy,15,14,1,93.33,1,23,100,100,0,mastered,0,continue,M0069,2026-02-14
U00337,Science,Energy,medium,20,13,7,65.0,1,34,60.1,73.19,13.09,partial,0,review,M0054,2026-04-07
U00338,English,Vocabulary,easy,10,8,2,80.0,1,25,73.18,77.98,4.8,mastered,0,continue,M0031,2026-02-23
U00339,Business,Entrepreneurship,medium,15,14,1,93.33,3,53,99.71,99.86,0.15,mastered,0,continue,M0085,2026-02-26
U00340,Mathematics,Algebra Basics,easy,20,7,13,35.0,1,40,33.13,48.12,14.99,weak,1,remedial,M0005,2026-04-06
U00341,Business,Marketing Basics,medium,5,2,3,40.0,1,41,34.32,52.18,17.86,weak,1,remedial,M0076,2026-03-23
U00342,Business,Marketing Basics,medium,10,6,4,60.0,1,48,55.15,67.78,12.63,partial,0,review,M0077,2026-01-12
U00343,English,Tenses,easy,20,8,12,40.0,2,24,39.27,70.49,31.22,weak,1,remedial,M0040,2026-04-06
U00344,Digital Literacy,Internet Safety,easy,5,5,0,100.0,4,58,92.69,92.93,0.24,mastered,0,continue,M0062,2026-01-20
U00345,English,Reading Comprehension,medium,20,11,9,55.0,3,52,62.55,74.06,11.51,weak,1,remedial,M0037,2026-02-25
U00346,Science,Ecosystem,easy,5,1,4,20.0,1,34,26.67,46.31,19.64,weak,1,remedial,M0056,2026-05-12
U00347,Programming,Functions,easy,15,15,0,100.0,1,40,100,100,0,mastered,0,continue,M0025,2026-04-14
U00348,Programming,Data Structures,easy,20,18,2,90.0,1,33,96.52,99.63,3.11,mastered,0,continue,M0030,2026-03-20
U00349,Business,Financial Literacy,easy,5,3,2,60.0,3,52,59.58,62.59,3.01,partial,0,review,M0079,2026-05-01
U00350,Mathematics,Fractions,hard,15,7,8,46.67,2,53,40.47,67.61,27.14,weak,1,remedial,M0003,2026-01-06
U00351,Programming,Functions,hard,10,4,6,40.0,4,74,37.58,55.86,18.28,weak,1,remedial,M0027,2026-04-17
U00352,English,Reading Comprehension,easy,15,11,4,73.33,2,56,65.41,72.64,7.23,partial,0,review,M0037,2026-01-13
U00353,English,Grammar,medium,15,9,6,60.0,3,61,56.0,64.0,8.0,partial,0,review,M0034,2026-03-19
U00354,English,Vocabulary,easy,20,18,2,90.0,1,44,88.45,88.48,0.03,mastered,0,continue,M0033,2026-04-28
U00355,Mathematics,Fractions,easy,5,3,2,60.0,1,41,59.92,65.6,5.68,partial,0,review,M0003,2026-02-09
U00356,English,Reading Comprehension,medium,5,4,1,80.0,2,57,78.25,82.88,4.63,mastered,0,continue,M0038,2026-04-14
U00357,Science,Force and Motion,hard,15,3,12,20.0,1,37,12.45,33.88,21.43,weak,1,remedial,M0051,2026-04-10
U00358,Mathematics,Linear Equations,easy,20,7,13,35.0,2,42,37.54,61.94,24.4,weak,1,remedial,M0015,2026-05-15
U00359,English,Grammar,medium,15,7,8,46.67,1,38,44.66,70.44,25.78,weak,1,remedial,M0034,2026-02-14
U00360,English,Vocabulary,medium,20,8,12,40.0,2,34,35.04,50.23,15.19,weak,1,remedial,M0032,2026-05-09
U00361,English,Reading Comprehension,medium,10,8,2,80.0,1,26,74.53,75.97,1.44,mastered,0,continue,M0039,2026-05-28
U00362,Programming,Data Structures,hard,15,6,9,40.0,4,80,46.47,74.05,27.58,weak,1,remedial,M0028,2026-03-30
U00363,Mathematics,Statistics,medium,5,3,2,60.0,4,74,55.14,65.44,10.3,partial,0,review,M0011,2026-01-05
U00364,Digital Literacy,Online Collaboration,easy,20,14,6,70.0,1,33,67.59,78.45,10.86,partial,0,review,M0070,2026-03-16
U00365,Programming,Data Structures,medium,5,4,1,80.0,4,57,77.1,79.81,2.71,mastered,0,continue,M0028,2026-01-14
U00366,English,Tenses,medium,20,14,6,70.0,1,60,62.71,68.18,5.47,partial,0,review,M0040,2026-04-21
U00367,Digital Literacy,Internet Safety,medium,5,5,0,100.0,1,44,98.84,100,1.16,mastered,0,continue,M0063,2026-01-15
U00368,Mathematics,Linear Equations,medium,15,13,2,86.67,1,29,89.22,93.13,3.91,mastered,0,continue,M0015,2026-01-04
U00369,Mathematics,Geometry,medium,15,12,3,80.0,1,48,82.5,83.66,1.16,mastered,0,continue,M0009,2026-01-10
U00370,Programming,Data Structures,hard,15,9,6,60.0,2,71,66.01,70.73,4.72,partial,0,review,M0029,2026-04-03
U00371,English,Tenses,hard,15,3,12,20.0,5,74,26.97,42.58,15.61,weak,1,remedial,M0042,2026-05-28
U00372,Business,Business Communication,medium,5,5,0,100.0,1,40,100,100,0,mastered,0,continue,M0089,2026-03-22
U00373,Business,Marketing Basics,medium,20,16,4,80.0,2,48,86.02,86.1,0.08,mastered,0,continue,M0076,2026-04-18
U00374,English,Writing,medium,20,18,2,90.0,1,17,95.36,96.81,1.45,mastered,0,continue,M0044,2026-02-04
U00375,Business,Financial Literacy,medium,5,3,2,60.0,1,26,60.13,74.27,14.14,partial,0,review,M0080,2026-03-24
U00376,Science,Energy,medium,10,0,10,0.0,1,37,1.7,14.35,12.65,weak,1,remedial,M0052,2026-03-13
U00377,Programming,Variables,easy,10,5,5,50.0,4,65,43.86,62.7,18.84,weak,1,remedial,M0016,2026-02-26
U00378,Business,Marketing Basics,easy,15,7,8,46.67,2,36,42.91,56.7,13.79,weak,1,remedial,M0076,2026-05-08
U00379,English,Grammar,easy,5,3,2,60.0,2,40,55.71,62.22,6.51,partial,0,review,M0035,2026-05-06
U00380,Business,Entrepreneurship,medium,20,7,13,35.0,2,52,33.58,63.81,30.23,weak,1,remedial,M0086,2026-04-13
U00381,English,Vocabulary,easy,10,8,2,80.0,1,24,84.27,87.03,2.76,mastered,0,continue,M0033,2026-01-13
U00382,Digital Literacy,Data Privacy,medium,10,7,3,70.0,1,17,62.39,72.97,10.58,partial,0,review,M0066,2026-03-05
U00383,Mathematics,Geometry,medium,20,11,9,55.0,2,43,62.47,86.49,24.02,weak,1,remedial,M0008,2026-03-14
U00384,Business,Business Communication,medium,20,7,13,35.0,2,49,30.72,59.91,29.19,weak,1,remedial,M0089,2026-04-16
U00385,English,Reading Comprehension,hard,5,2,3,40.0,2,72,33.3,45.93,12.63,weak,1,remedial,M0039,2026-01-20
U00386,Science,Force and Motion,medium,10,7,3,70.0,3,26,76.08,82.33,6.25,partial,0,review,M0050,2026-04-06
U00387,Digital Literacy,Data Privacy,easy,10,8,2,80.0,2,38,83.22,84.22,1.0,mastered,0,continue,M0064,2026-05-18
U00388,Science,Energy,easy,20,14,6,70.0,1,30,71.21,84.45,13.24,partial,0,review,M0054,2026-03-12
U00389,Business,Business Communication,medium,20,12,8,60.0,1,45,59.07,70.41,11.34,partial,0,review,M0089,2026-01-31
U00390,Digital Literacy,Online Collaboration,medium,10,3,7,30.0,1,47,26.97,39.32,12.35,weak,1,remedial,M0071,2026-03-06
U00391,Digital Literacy,Internet Safety,medium,5,5,0,100.0,2,36,94.78,98.53,3.75,mastered,0,continue,M0063,2026-05-20
U00392,Mathematics,Fractions,medium,10,5,5,50.0,5,56,53.55,72.71,19.16,weak,1,remedial,M0001,2026-04-14
U00393,Science,Cells,easy,10,9,1,90.0,1,44,84.97,87.93,2.96,mastered,0,continue,M0046,2026-02-13
U00394,Mathematics,Algebra Basics,medium,20,13,7,65.0,1,47,67.1,80.08,12.98,partial,0,review,M0004,2026-05-30
U00395,Science,Force and Motion,medium,10,9,1,90.0,2,36,91.02,94.31,3.29,mastered,0,continue,M0049,2026-03-24
U00396,Business,Marketing Basics,medium,5,2,3,40.0,2,46,41.5,68.86,27.36,weak,1,remedial,M0078,2026-04-13
U00397,Science,Force and Motion,easy,15,12,3,80.0,2,46,84.62,84.89,0.27,mastered,0,continue,M0049,2026-03-21
U00398,Programming,Loops,medium,10,7,3,70.0,2,56,68.3,73.85,5.55,partial,0,review,M0023,2026-04-07
U00399,Science,Force and Motion,medium,5,4,1,80.0,5,83,74.85,76.03,1.18,mastered,0,continue,M0050,2026-03-29
U00400,Digital Literacy,Internet Safety,medium,20,11,9,55.0,1,42,54.28,76.43,22.15,weak,1,remedial,M0063,2026-04-13
U00401,Science,Cells,easy,15,11,4,73.33,1,28,79.22,87.74,8.52,partial,0,review,M0046,2026-04-05
U00402,English,Tenses,easy,15,11,4,73.33,4,49,80.25,93.1,12.85,partial,0,review,M0042,2026-04-28
U00403,Mathematics,Fractions,easy,5,1,4,20.0,1,38,22.45,54.52,32.07,weak,1,remedial,M0002,2026-01-30
U00404,Programming,Data Structures,easy,15,9,6,60.0,1,28,59.4,71.88,12.48,partial,0,review,M0030,2026-03-23
U00405,Mathematics,Algebra Basics,easy,15,5,10,33.33,2,33,33.11,67.73,34.62,weak,1,remedial,M0004,2026-02-23
U00406,Business,Business Communication,medium,15,11,4,73.33,1,37,69.96,83.34,13.38,partial,0,review,M0090,2026-04-13
U00407,Digital Literacy,Online Collaboration,medium,10,5,5,50.0,1,44,46.61,69.93,23.32,weak,1,remedial,M0071,2026-04-29
U00408,Business,Financial Literacy,medium,5,0,5,0.0,1,36,0,24.23,24.23,weak,1,remedial,M0080,2026-01-24
U00409,English,Vocabulary,medium,20,12,8,60.0,1,53,65.87,80.82,14.95,partial,0,review,M0032,2026-01-19
U00410,Science,Energy,hard,5,2,3,40.0,4,68,42.07,63.07,21.0,weak,1,remedial,M0052,2026-01-27
U00411,Programming,Loops,medium,5,4,1,80.0,3,51,77.48,80.93,3.45,mastered,0,continue,M0023,2026-04-26
U00412,Business,Customer Service,medium,5,3,2,60.0,1,22,63.9,75.24,11.34,partial,0,review,M0082,2026-03-16
U00413,Science,Energy,medium,5,4,1,80.0,2,32,78.05,82.68,4.63,mastered,0,continue,M0054,2026-02-13
U00414,Digital Literacy,Online Collaboration,easy,20,4,16,20.0,2,36,23.86,55.68,31.82,weak,1,remedial,M0070,2026-04-25
U00415,Digital Literacy,Basic Troubleshooting,easy,15,13,2,86.67,1,31,86.32,88.53,2.21,mastered,0,continue,M0074,2026-02-20
U00416,Mathematics,Linear Equations,medium,20,8,12,40.0,1,35,32.1,64.43,32.33,weak,1,remedial,M0015,2026-05-01
U00417,Science,Force and Motion,easy,20,14,6,70.0,1,29,66.21,80.42,14.21,partial,0,review,M0050,2026-04-05
U00418,Programming,Loops,easy,15,8,7,53.33,1,23,46.52,60.53,14.01,weak,1,remedial,M0024,2026-05-03
U00419,Business,Business Communication,medium,5,5,0,100.0,1,18,93.18,98.07,4.89,mastered,0,continue,M0090,2026-04-16
U00420,Programming,Conditional Logic,medium,10,6,4,60.0,3,54,63.96,69.54,5.58,partial,0,review,M0020,2026-04-30
U00421,Programming,Functions,medium,10,9,1,90.0,1,21,94.64,97.1,2.46,mastered,0,continue,M0027,2026-03-27
